variant_name,fold_id,model_name,metric_scope,grouping_name,group_key,row_count,brier_score,log_loss,expected_calibration_error,calibration_intercept,calibration_slope,calibration_status,fold_count,variant_status,analysis_label,non_confirmatory
last_trade_only,,raw,fold_macro,horizon,1d,89927,0.11002583391414684,0.3474692056670473,0.022326409191135963,-0.06785353775092212,1.0553320559117907,fold_macro_mean,22.0,completed,robustness_non_confirmatory,True
last_trade_only,,raw,fold_macro,horizon,1h,213343,0.055841239868975906,0.19175380902416597,0.025833182443525338,-0.0785179828721958,1.254650036645839,fold_macro_mean,22.0,completed,robustness_non_confirmatory,True
last_trade_only,,raw,fold_macro,horizon,30d,6849,0.12651535297583,0.3975367371634272,0.06980011618140665,-0.016356004269210418,1.0457023412147288,fold_macro_mean,22.0,completed,robustness_non_confirmatory,True
last_trade_only,,raw,fold_macro,horizon,3d,35649,0.08899404991193317,0.2909494742304483,0.028935597201594918,0.06854856437838713,1.1087458833806734,fold_macro_mean,22.0,completed,robustness_non_confirmatory,True
last_trade_only,,raw,fold_macro,horizon,6h,178491,0.08783279002215207,0.28292721719655,0.019519687064629657,-0.03865573490342145,1.0797434732876665,fold_macro_mean,22.0,completed,robustness_non_confirmatory,True
last_trade_only,,raw,fold_macro,horizon,7d,14899,0.09911674079692992,0.31730241415767185,0.05066541542399165,0.023148011570101133,1.1325334132185803,fold_macro_mean,22.0,completed,robustness_non_confirmatory,True
last_trade_only,,raw,fold_macro,horizon,close,322768,0.03644245596630214,0.13851401957368334,0.03227052505524794,-0.2530641791082843,1.379069429660952,fold_macro_mean,22.0,completed,robustness_non_confirmatory,True
last_trade_only,,raw,fold_macro,overall,overall,1190716,0.06514020089653247,0.21998160955384763,0.022841222502639893,-0.07002563579575637,1.2036205090727157,fold_macro_mean,22.0,completed,robustness_non_confirmatory,True
short_window_vwap_primary,,beta,pooled_equal_contract,overall,overall,1190716,0.06984150251724651,0.23392277589942737,0.007139403777391633,-0.018329956889249665,0.9416413188792747,converged,,completed,robustness_non_confirmatory,True
short_window_vwap_primary,,binned_reliability,pooled_equal_contract,overall,overall,1190716,0.07027896192367734,0.23993634140456216,0.0076186887670120895,-0.008122760543750782,0.9312505912964363,converged,,completed,robustness_non_confirmatory,True
short_window_vwap_primary,,hierarchical_eb,pooled_equal_contract,overall,overall,1190716,0.07822781542183035,0.25732729367453283,0.05497147936201307,-0.7607708515361301,0.923297245188759,converged,,completed,robustness_non_confirmatory,True
short_window_vwap_primary,,isotonic,pooled_equal_contract,overall,overall,1190716,0.0698960480518536,0.24072102079796937,0.00837269078026803,0.0191820679068499,0.9269489093353229,converged,,completed,robustness_non_confirmatory,True
short_window_vwap_primary,,platt,pooled_equal_contract,overall,overall,1190716,0.06980608295551054,0.2337431326432639,0.006243607251654722,-0.019369683691534505,0.9435398941053676,converged,,completed,robustness_non_confirmatory,True
short_window_vwap_primary,,raw,pooled_equal_contract,overall,overall,1190716,0.07037171784004109,0.23647792573391196,0.020963056369808886,-0.08381720633107963,1.157399939806656,converged,,completed,robustness_non_confirmatory,True
short_window_vwap_primary,,beta,pooled_equal_contract,horizon,14d,9830,0.10462163174330634,0.33088171894905843,0.01960146129637392,0.0005422237826718998,0.900498361268274,converged,,completed,robustness_non_confirmatory,True
short_window_vwap_primary,,beta,pooled_equal_contract,horizon,15m,318960,0.06666978821295727,0.22540705741409223,0.006683413541331129,-0.014380740602760128,0.9671744519205233,converged,,completed,robustness_non_confirmatory,True
short_window_vwap_primary,,beta,pooled_equal_contract,horizon,1d,89927,0.11207198799210771,0.3555184020754932,0.02243772436568877,-0.04836975735330055,0.8182378467160591,converged,,completed,robustness_non_confirmatory,True
short_window_vwap_primary,,beta,pooled_equal_contract,horizon,1h,213343,0.06523498318124703,0.22285051611840062,0.010609052198834623,-0.06062082857791934,0.8966191027406702,converged,,completed,robustness_non_confirmatory,True
short_window_vwap_primary,,beta,pooled_equal_contract,horizon,30d,6849,0.11094513772649874,0.35388954485982055,0.019656846221982032,0.0097032979217373,0.8767925060099715,converged,,completed,robustness_non_confirmatory,True
short_window_vwap_primary,,beta,pooled_equal_contract,horizon,3d,35649,0.10639933168770904,0.3383146422905836,0.02187388755399595,-0.007794324904861874,0.835703056528324,converged,,completed,robustness_non_confirmatory,True
short_window_vwap_primary,,beta,pooled_equal_contract,horizon,6h,178491,0.09336971135286753,0.3002736177687365,0.018435069220676174,-0.002547020577542367,0.8527971972270377,converged,,completed,robustness_non_confirmatory,True
