model_name,horizon_name,filter_name,min_liquidity_proxy,min_cumulative_volume,input_row_count,row_count,brier_score,log_loss,expected_calibration_error,calibration_intercept,calibration_slope,calibration_status,empty_bin_count,sparse_bin_count,analysis_label,non_confirmatory,aggregation_mode,status
hierarchical_eb,3d,cumulative_volume_ge_100,,100.0,2955672,28283,0.10619849642511295,0.33429091039164516,0.058952130394221314,-0.5756535928007882,0.9720024629526658,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
hierarchical_eb,6h,cumulative_volume_ge_100,,100.0,2955672,103624,0.10976708987675829,0.34070200501581677,0.053290027718576646,-0.4989429075336279,0.9762534138431331,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
hierarchical_eb,7d,cumulative_volume_ge_100,,100.0,2955672,13486,0.1069843795314781,0.33619335964343955,0.057068280292970106,-0.5497039491268844,1.0291427159783078,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
hierarchical_eb,close,cumulative_volume_ge_100,,100.0,2955672,66173,0.054963910053025526,0.19073786539628504,0.017615932088997116,-0.31540475907594007,1.0807981460661205,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
isotonic,14d,cumulative_volume_ge_100,,100.0,2955672,9027,0.1026172575394213,0.3279266921024734,0.011670384726541734,0.04176905195402356,1.0141589758969891,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
isotonic,15m,cumulative_volume_ge_100,,100.0,2955672,112014,0.09863324324878442,0.3200958656807944,0.010804833248850182,0.04666455756822092,1.0759145446849796,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
isotonic,1d,cumulative_volume_ge_100,,100.0,2955672,61407,0.11780228269023794,0.37389601405596196,0.009959622726238987,-0.047254932606233216,0.9041355359955606,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
isotonic,1h,cumulative_volume_ge_100,,100.0,2955672,60371,0.09458530889539733,0.30667292966631654,0.005886216725110261,0.028963918787488073,0.9959865503206173,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
isotonic,30d,cumulative_volume_ge_100,,100.0,2955672,6136,0.10884506758285913,0.34349395810324485,0.013080257679845789,0.05958769241644478,1.0150875889323483,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
isotonic,3d,cumulative_volume_ge_100,,100.0,2955672,28283,0.09926791455244174,0.3267225731384457,0.011159407896170861,0.021395066099861436,0.9155608715505528,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
isotonic,6h,cumulative_volume_ge_100,,100.0,2955672,103624,0.10454769496372615,0.32899850869624603,0.007587179082791004,0.005167963224999334,0.96829988185845,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
isotonic,7d,cumulative_volume_ge_100,,100.0,2955672,13486,0.10139071925957294,0.3249942846401465,0.01082252023750343,-0.008028434084764837,1.0093220254657993,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
isotonic,close,cumulative_volume_ge_100,,100.0,2955672,66173,0.05407215791797092,0.19616723523341761,0.014585047472599687,-0.007089010876501247,1.1026697831874095,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
platt,14d,cumulative_volume_ge_100,,100.0,2955672,9027,0.10244814920236328,0.3238553631103735,0.011073372434193722,0.007041847997669069,1.0294970373791152,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
platt,15m,cumulative_volume_ge_100,,100.0,2955672,112014,0.09848715551103432,0.3152686115310439,0.010525236994955481,0.004213237466714592,1.0754946552046047,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
platt,1d,cumulative_volume_ge_100,,100.0,2955672,61407,0.11766195803726483,0.36683385083313097,0.006314673147382537,-0.042361253472061745,0.9546180929773731,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
platt,1h,cumulative_volume_ge_100,,100.0,2955672,60371,0.09451299391918029,0.3015283759533096,0.004686516711677664,-0.033210091398915766,0.9914996932781219,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
platt,30d,cumulative_volume_ge_100,,100.0,2955672,6136,0.10871723165716281,0.3408910033395239,0.011914161446338575,0.033277000961206754,1.0290872570054406,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
platt,3d,cumulative_volume_ge_100,,100.0,2955672,28283,0.09921874739058487,0.3153870915546812,0.00783167856940751,0.008117056099061442,0.9755829071711036,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
platt,6h,cumulative_volume_ge_100,,100.0,2955672,103624,0.10426805444031755,0.32443938534179306,0.004739595147795596,-0.015536054515562583,1.0047645251042119,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
platt,7d,cumulative_volume_ge_100,,100.0,2955672,13486,0.10125635238264828,0.3189772022058412,0.010552382571406787,-0.04326337934928585,1.032248097761899,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
platt,close,cumulative_volume_ge_100,,100.0,2955672,66173,0.05396049621190013,0.1875094462090832,0.010727045117113256,-0.12583818277702183,1.0806753062363395,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
raw,14d,cumulative_volume_ge_100,,100.0,2955672,9027,0.10262146892655333,0.32526293160503045,0.014469923562645414,-0.03161945914044783,1.099262697400191,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
raw,15m,cumulative_volume_ge_100,,100.0,2955672,112014,0.09887917938823333,0.3173192230677895,0.020434409984466263,-0.050584634001445285,1.1529751274563833,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
raw,1d,cumulative_volume_ge_100,,100.0,2955672,61407,0.1177516358070027,0.3671932231198517,0.012675916426466054,-0.086283578342126,1.0259806840940107,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
raw,1h,cumulative_volume_ge_100,,100.0,2955672,60371,0.09466184591942679,0.30216365378637494,0.011658743436418128,-0.07922820202646674,1.0661237942240807,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
raw,30d,cumulative_volume_ge_100,,100.0,2955672,6136,0.10868989569752317,0.34175183846015494,0.013637548891786163,-0.003633521194924893,1.0996576340506359,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
raw,3d,cumulative_volume_ge_100,,100.0,2955672,28283,0.09930577025068704,0.3156884603307197,0.009933528975002652,-0.04092363825901291,1.0472629032798777,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
raw,6h,cumulative_volume_ge_100,,100.0,2955672,103624,0.1043754014513847,0.32550300516401265,0.012245232764610519,-0.06722255650000002,1.0808821758384748,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
raw,7d,cumulative_volume_ge_100,,100.0,2955672,13486,0.10150621385139993,0.32070872260531896,0.01538187750259527,-0.08868112659945843,1.10446767450958,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
raw,close,cumulative_volume_ge_100,,100.0,2955672,66173,0.05436327807418094,0.1896411765263659,0.018251552748099618,-0.17853443712531994,1.1568816617893636,converged,0,0,robustness_non_confirmatory,True,equal_contract,computed
